session_id,cities,session_date,session_time,user_id,joining_date,country,num_cities,session_hour,coordinates,distances,avg_distance,std_distance,intent
8EJFIVTQ77PJT,Toronto ON,2015-07-19,16:51:32,9815,2015-03-29,US,1,16,"['43.6534817, -79.3839347']",[],0.0,0.0,high
1OTXQB2KVHBDS,"Vancouver BC, Houston TX",2015-07-19,17:13:33,2120,2015-03-14,US,2,17,"['49.2608724, -123.1139529', '29.7589382, -95.3676974']",[3188.756134600529],3188.756134600529,0.0,low
U0AW0RKSUP0CC,Montreal QC,2015-07-19,17:45:33,3558,2015-03-22,US,1,17,"['45.4972159, -73.6103642']",[],0.0,0.0,high
VVBEET5CS6AI7,Edmonton AB,2015-07-19,18:35:21,4000,2015-03-16,US,1,18,"['53.535411, -113.507996']",[],0.0,0.0,high
W7DQFLART5U1G,"Chicago IL, Milwaukee WI, Toledo OH, Windsor ON, London ON, Hamilton ON, Saint Catharines-Niagara ON",2015-07-19,18:49:15,1667,2015-03-02,US,7,18,"['41.8755616, -87.6244212', '43.0349931, -87.922497', '41.6786754, -83.5127283', '42.317099, -83.0353434', '42.9836747, -81.2496068', '43.2425289, -79.9470423', '43.1579812, -79.2441003']","[131.10499631386125, 342.50871843249496, 382.74095576118145, 538.6904558383808, 648.2458089876143, 702.9250079308677, 393.2396221432859, 408.38738748170204, 543.9182178771046, 649.0241812296503, 706.3526295491888, 81.19643807083946, 236.21543834929523, 340.8210301170408, 387.7978807718388, 164.08566807250207, 272.8081329470485, 324.168396747161, 109.84703230464497, 164.48272039071767, 57.89888127684802]",361.25998098063184,202.37816560387802,high
4YRZY33J4UCYI,"Toronto ON, Hamilton ON",2015-07-19,18:52:40,10464,2015-03-29,US,2,18,"['43.6534817, -79.3839347', '43.2425289, -79.9470423']",[64.51527614967324],64.51527614967324,0.0,high
0DDWO9U48ZDCH,Toronto ON,2015-07-19,19:45:22,10722,2015-03-28,US,1,19,"['43.6534817, -79.3839347']",[],0.0,0.0,high
KM49AIXJ4L387,Toronto ON,2015-07-19,19:54:33,7538,2015-03-21,US,1,19,"['43.6534817, -79.3839347']",[],0.0,0.0,high
TFWLP9VOFV035,Detroit MI,2015-07-19,19:59:02,8508,2015-03-07,US,1,19,"['42.3315509, -83.0466403']",[],0.0,0.0,high
7TYP25R3DN3RV,"Calgary AB, Seattle WA, Portland OR",2015-07-19,20:20:03,10795,2015-03-07,US,3,20,"['51.0534234, -114.0625892', '47.6038321, -122.3300624', '45.5202471, -122.6741949']","[712.3351463828408, 886.0134587129814, 233.11352802942184]",610.4873777084147,276.10300717862384,high
PTFYCT3MQ59ND,"Los Angeles CA, Houston TX",2015-07-19,20:30:35,3483,2015-03-15,US,2,20,"['34.0536909, -118.2427666', '29.7589382, -95.3676974']",[2210.480502154958],2210.480502154958,0.0,low
0JUYK3WGRMIJF,"Houston TX, Montreal QC",2015-07-19,21:03:32,3752,2015-03-24,ES,2,21,"['29.7589382, -95.3676974', '45.4972159, -73.6103642']",[2580.4055848896924],2580.4055848896924,0.0,low
BUNK6LY2BCCFG,New York NY,2015-07-19,21:05:58,4194,2015-03-28,US,1,21,"['40.7127281, -74.0060152']",[],0.0,0.0,high
FFTF208FT1MAI,Phoenix AZ,2015-07-19,21:09:42,10539,2015-03-14,US,1,21,"['33.4484367, -112.0741417']",[],0.0,0.0,high
UCTQOSP6N36O2,"Philadelphia PA, Jersey City NJ",2015-07-19,21:31:47,3956,2015-03-10,US,2,21,"['39.9527237, -75.1635262', '40.7281575, -74.0776417']",[126.20036385921033],126.20036385921033,0.0,high
LXQP7FCCCTSUK,Vancouver BC,2015-07-19,21:37:40,1051,2015-03-28,US,1,21,"['49.2608724, -123.1139529']",[],0.0,0.0,high
I8RVV06Q87EL9,San Antonio TX,2015-07-19,21:53:46,1509,2015-03-13,US,1,21,"['29.4246002, -98.4951405']",[],0.0,0.0,high
0U42ZWNBBAYVI,Philadelphia PA,2015-07-19,21:58:49,5511,2015-03-18,US,1,21,"['39.9527237, -75.1635262']",[],0.0,0.0,high
RRJDGTTSHOK4U,New York NY,2015-07-19,22:14:51,2396,2015-03-10,US,1,22,"['40.7127281, -74.0060152']",[],0.0,0.0,high
OUKI4N6HLT28Y,Vancouver BC,2015-07-19,23:33:42,9358,2015-03-18,US,1,23,"['49.2608724, -123.1139529']",[],0.0,0.0,high
UD4CX9TXGTSIT,"Los Angeles CA, Long Beach CA",2015-07-20,00:51:04,4478,2015-04-01,US,2,0,"['34.0536909, -118.2427666', '47.9960267, -53.8155345']",[5466.040110774777],5466.040110774777,0.0,low
WIV04GHS3UUIR,New York NY,2015-07-20,03:09:26,2885,2015-03-08,unknown,1,3,"['40.7127281, -74.0060152']",[],0.0,0.0,high
8U1G62132V9X7,"New York NY, Chicago IL",2015-07-20,03:39:26,3210,2015-03-24,unknown,2,3,"['40.7127281, -74.0060152', '41.8755616, -87.6244212']",[1146.7355698523086],1146.7355698523086,0.0,high
4SP28M34AAEC7,"Philadelphia PA, Newark NJ, Jersey City NJ",2015-07-20,04:17:54,9521,2015-03-24,FR,3,4,"['39.9527237, -75.1635262', '40.735657, -74.1723667', '40.7281575, -74.0776417']","[121.03515994764935, 126.20036385921033, 8.045131086740298]",85.09355163119999,54.52225334154205,high
PRNLL4M0BPQ0R,Los Angeles CA,2015-07-20,04:43:56,4429,2015-03-08,IT,1,4,"['34.0536909, -118.2427666']",[],0.0,0.0,high
6SQ883QK7YZLV,"Los Angeles CA, New York NY",2015-07-20,04:45:05,2340,2015-03-08,IT,2,4,"['34.0536909, -118.2427666', '40.7127281, -74.0060152']",[3944.2753995585103],3944.2753995585103,0.0,low
46OEEVJ7ISDQ9,New York NY,2015-07-20,05:22:49,7858,2015-03-02,unknown,1,5,"['40.7127281, -74.0060152']",[],0.0,0.0,high
7WZHX1MWGBRLA,Montreal QC,2015-07-20,05:37:59,10592,2015-03-16,unknown,1,5,"['45.4972159, -73.6103642']",[],0.0,0.0,high
CIAV67O2CA7QG,Chicago IL,2015-07-20,05:43:38,10702,2015-02-28,unknown,1,5,"['41.8755616, -87.6244212']",[],0.0,0.0,high
QVJ13FJ13SWPH,Toronto ON,2015-07-20,05:46:42,10804,2015-03-05,ES,1,5,"['43.6534817, -79.3839347']",[],0.0,0.0,high
NGPTJEKK05ZSX,"Toronto ON, Oshawa ON, Buffalo NY, Hamilton ON",2015-07-20,05:49:58,444,2015-03-30,FR,4,5,"['43.6534817, -79.3839347', '43.91768, -78.862953', '42.8867166, -78.8783922', '43.2425289, -79.9470423']","[51.18899630231491, 94.55668154528945, 64.51527614967324, 114.54745724740738, 115.29695456809675, 95.60108750215257]",89.28440888582237,23.969918055549662,high
SMVMWF60NKZFS,New York NY,2015-07-20,06:11:28,3442,2015-03-02,FR,1,6,"['40.7127281, -74.0060152']",[],0.0,0.0,high
1P43F49QY00IC,"Edmonton AB, New York NY",2015-07-20,06:14:57,4186,2015-03-18,unknown,2,6,"['53.535411, -113.507996', '40.7127281, -74.0060152']",[3264.2299836772067],3264.2299836772067,0.0,low
ELY60UVD6JN79,"New York NY, Jersey City NJ",2015-07-20,06:20:43,635,2015-03-31,DE,2,6,"['40.7127281, -74.0060152', '40.7281575, -74.0776417']",[6.2895817337946],6.2895817337946,0.0,high
0YVEPKNPSKB4E,San Diego CA,2015-07-20,06:28:12,5176,2015-03-25,UK,1,6,"['32.7174209, -117.1627714']",[],0.0,0.0,high
H4R596OONX7B4,"Vancouver BC, Portland OR",2015-07-20,06:39:19,4051,2015-04-03,unknown,2,6,"['49.2608724, -123.1139529', '45.5202471, -122.6741949']",[417.1979270933703],417.1979270933703,0.0,high
LVCPYU5GUEL4D,Toronto ON,2015-07-20,06:45:32,2054,2015-02-28,unknown,1,6,"['43.6534817, -79.3839347']",[],0.0,0.0,high
ZY81S1WS586EB,"San Jose CA, New York NY",2015-07-20,06:51:55,3333,2015-03-09,unknown,2,6,"['37.3361905, -121.8905833', '40.7127281, -74.0060152']",[4112.195517350893],4112.195517350893,0.0,low
R71LSE52PDZSL,"San Antonio TX, Corpus Christi TX, Houston TX, Austin TX",2015-07-20,06:52:07,1248,2015-04-03,UK,4,6,"['29.4246002, -98.4951405', '27.7477253, -97.4014129', '29.7589382, -95.3676974', '30.2711286, -97.7436995']","[214.44073434456269, 305.2309057652728, 118.65111624660021, 298.5516300993382, 281.6645754846323, 236.13888733408857]",242.4463082124158,64.26135515922674,high
HGWJ5Y9XHSXQY,Phoenix AZ,2015-07-20,07:20:58,10329,2015-03-21,unknown,1,7,"['33.4484367, -112.0741417']",[],0.0,0.0,high
7MRITCIFXH5NN,Los Angeles CA,2015-07-20,07:23:38,5900,2015-03-21,UK,1,7,"['34.0536909, -118.2427666']",[],0.0,0.0,high
IIO1IC9KFAP3E,New York NY,2015-07-20,07:52:06,2842,2015-03-22,UK,1,7,"['40.7127281, -74.0060152']",[],0.0,0.0,high
UUFU34VJLPES6,"Toronto ON, New York NY",2015-07-20,07:56:07,2215,2015-03-01,ES,2,7,"['43.6534817, -79.3839347', '40.7127281, -74.0060152']",[551.2472669034609],551.2472669034609,0.0,high
JN910KO7NVXZY,Vancouver BC,2015-07-20,07:57:20,8257,2015-03-17,DE,1,7,"['49.2608724, -123.1139529']",[],0.0,0.0,high
K1464U4BXC43C,"Jacksonville FL, Toronto ON",2015-07-20,07:59:32,7359,2015-03-09,IT,2,7,"['30.3321838, -81.655651', '43.6534817, -79.3839347']",[1491.9824975577935],1491.9824975577935,0.0,high
D9OBPBQPC0C5T,Los Angeles CA,2015-07-20,08:00:02,3741,2015-03-07,ES,1,8,"['34.0536909, -118.2427666']",[],0.0,0.0,high
K6ZC6KI3Y0FC8,"Vancouver BC, Victoria BC",2015-07-20,08:05:42,7633,2015-03-08,ES,2,8,"['49.2608724, -123.1139529', '48.4283182, -123.3649533']",[94.4006525460384],94.4006525460384,0.0,high
HLXXYH32XBUE6,Indianapolis IN,2015-07-20,08:17:55,4262,2015-03-07,FR,1,8,"['39.7683331, -86.1583502']",[],0.0,0.0,high
JD69IE70K5SPX,"Calgary AB, Chicago IL",2015-07-20,08:18:37,8533,2015-03-29,ES,2,8,"['51.0534234, -114.0625892', '41.8755616, -87.6244212']",[2255.6729362820565],2255.6729362820565,0.0,low
FUSLBKX7L4FY5,"New York NY, Toronto ON",2015-07-20,08:32:06,1089,2015-03-27,DE,2,8,"['40.7127281, -74.0060152', '43.6534817, -79.3839347']",[551.2472669034609],551.2472669034609,0.0,high
XI7FNEQBUWJYO,Los Angeles CA,2015-07-20,08:33:09,31,2015-04-02,FR,1,8,"['34.0536909, -118.2427666']",[],0.0,0.0,high
SCHZ26UFSUJUX,New York NY,2015-07-20,08:38:04,10498,2015-03-11,DE,1,8,"['40.7127281, -74.0060152']",[],0.0,0.0,high
49PF40TRYO8L7,Montreal QC,2015-07-20,08:40:02,3648,2015-03-23,DE,1,8,"['45.4972159, -73.6103642']",[],0.0,0.0,high
A72NZ1ZSA86BQ,Houston TX,2015-07-20,08:40:28,5916,2015-03-13,ES,1,8,"['29.7589382, -95.3676974']",[],0.0,0.0,high
KZ2FAXQSY5PIX,Phoenix AZ,2015-07-20,08:40:33,10214,2015-04-02,unknown,1,8,"['33.4484367, -112.0741417']",[],0.0,0.0,high
1VHBJMKCKQUB3,New York NY,2015-07-20,08:41:37,3072,2015-03-10,UK,1,8,"['40.7127281, -74.0060152']",[],0.0,0.0,high
AFT1279IZSKDV,Toronto ON,2015-07-20,08:44:54,2868,2015-03-14,IT,1,8,"['43.6534817, -79.3839347']",[],0.0,0.0,high
LZSY50HT26LSK,Houston TX,2015-07-20,08:47:36,3753,2015-03-14,UK,1,8,"['29.7589382, -95.3676974']",[],0.0,0.0,high
BZCS8CEV82R8Z,"New York NY, Vancouver BC, Montreal QC",2015-07-20,09:03:39,9354,2015-03-31,DE,3,9,"['40.7127281, -74.0060152', '49.2608724, -123.1139529', '45.4972159, -73.6103642']","[3914.1866982834285, 532.5046492455209, 3694.2097584771163]",2713.633702002022,1544.9035400515013,low
9ZLTWXW087QFM,"Chicago IL, Milwaukee WI, Madison WI",2015-07-20,09:09:35,1622,2015-03-27,FR,3,9,"['41.8755616, -87.6244212', '43.0349931, -87.922497', '43.074761, -89.3837613']","[131.10499631386125, 196.65156165101033, 119.12724951189452]",148.96126915892205,34.074815754930654,high
U4WED3L39WWV5,New York NY,2015-07-20,09:11:16,7962,2015-03-21,UK,1,9,"['40.7127281, -74.0060152']",[],0.0,0.0,high
5T4M5VPWB0K06,OTTAWA ON,2015-07-20,09:13:59,5718,2015-03-15,UK,1,9,"['45.421106, -75.690308']",[],0.0,0.0,high
MPLXT5W5L4YH5,Chicago IL,2015-07-20,09:16:32,650,2015-03-24,UK,1,9,"['41.8755616, -87.6244212']",[],0.0,0.0,high
J48SQGYYVYG76,Los Angeles CA,2015-07-20,09:20:27,2606,2015-03-04,FR,1,9,"['34.0536909, -118.2427666']",[],0.0,0.0,high
0VHA5S8JHI9I2,"Toronto ON, New York NY",2015-07-20,09:20:41,2105,2015-03-16,DE,2,9,"['43.6534817, -79.3839347', '40.7127281, -74.0060152']",[551.2472669034609],551.2472669034609,0.0,high
RE73NGJXVMC3L,"Chicago IL, Milwaukee WI, Madison WI",2015-07-20,09:31:29,8538,2015-03-08,unknown,3,9,"['41.8755616, -87.6244212', '43.0349931, -87.922497', '43.074761, -89.3837613']","[131.10499631386125, 196.65156165101033, 119.12724951189452]",148.96126915892205,34.074815754930654,high
6DIV8EJE91G7T,Toronto ON,2015-07-20,09:31:40,5453,2015-03-31,UK,1,9,"['43.6534817, -79.3839347']",[],0.0,0.0,high
P1VJ70ZLAIAYM,New York NY,2015-07-20,09:40:58,1738,2015-03-05,UK,1,9,"['40.7127281, -74.0060152']",[],0.0,0.0,high
ZE108WX4BYU6N,New York NY,2015-07-20,09:44:05,6860,2015-03-21,DE,1,9,"['40.7127281, -74.0060152']",[],0.0,0.0,high
83Z6ZMWZLSDN6,"Houston TX, Dallas TX, Plano TX, Fort Worth TX, Arlington TX, Oklahoma City OK",2015-07-20,09:53:52,751,2015-03-02,DE,6,9,"['29.7589382, -95.3676974', '32.7762719, -96.7968559', '33.0136764, -96.6925096', '32.753177, -97.3327459', '32.701938999999996, -97.10562379033699', '35.4729886, -97.5170536']","[361.1594077288484, 382.22943911304964, 381.0861982025726, 365.8899178573699, 664.954773980156, 28.080613692280302, 50.27836316108103, 30.09114105296232, 306.4185415650084, 66.51239881288733, 51.870004426751734, 283.1771057158115, 22.03552127071721, 302.1723971557102, 309.7113937905721]",240.37781450171858,183.3417216181487,high
AO20QIKA17I4O,"Vancouver BC, Victoria BC",2015-07-20,09:57:17,3037,2015-03-07,FR,2,9,"['49.2608724, -123.1139529', '48.4283182, -123.3649533']",[94.4006525460384],94.4006525460384,0.0,high
EJL26OJB0WJ44,"Philadelphia PA, Houston TX",2015-07-20,10:01:15,3701,2015-03-17,DE,2,10,"['39.9527237, -75.1635262', '29.7589382, -95.3676974']",[2158.4293411609433],2158.4293411609433,0.0,low
EFFGS5Y96S1HL,"Columbus OH, Cincinnati OH",2015-07-20,10:02:27,574,2015-03-07,UK,2,10,"['39.9622601, -83.0007065', '39.1014537, -84.5124602']",[161.32331921984527],161.32331921984527,0.0,high
CMTTP7N2X4SYD,New York NY,2015-07-20,10:13:32,1789,2015-03-25,unknown,1,10,"['40.7127281, -74.0060152']",[],0.0,0.0,high
OE3YUEEUTY8FJ,Toronto ON,2015-07-20,10:25:45,5902,2015-03-06,FR,1,10,"['43.6534817, -79.3839347']",[],0.0,0.0,high
DEHP5LUOGA9ZL,New York NY,2015-07-20,10:34:34,1204,2015-03-29,unknown,1,10,"['40.7127281, -74.0060152']",[],0.0,0.0,high
7PIMC3EIU6H78,Toronto ON,2015-07-20,10:36:07,2393,2015-03-29,unknown,1,10,"['43.6534817, -79.3839347']",[],0.0,0.0,high
S7G6P0MR6TZ6V,"San Antonio TX, Fort Worth TX, Plano TX",2015-07-20,10:45:22,5705,2015-04-02,FR,3,10,"['29.4246002, -98.4951405', '32.753177, -97.3327459', '33.0136764, -96.6925096']","[385.3396093112283, 433.3966888997745, 66.51239881288733]",295.08289900796336,162.81016736108222,high
09UZTQ6Q422OR,San Antonio TX,2015-07-20,10:47:13,2262,2015-03-29,unknown,1,10,"['29.4246002, -98.4951405']",[],0.0,0.0,high
P5PTGJSSOA5N2,Montreal QC,2015-07-20,10:48:26,10336,2015-03-27,ES,1,10,"['45.4972159, -73.6103642']",[],0.0,0.0,high
MWZQ6UBO3KRT5,"Toronto ON, Los Angeles CA",2015-07-20,11:03:20,2093,2015-03-21,DE,2,11,"['43.6534817, -79.3839347', '34.0536909, -118.2427666']",[3501.3538465544902],3501.3538465544902,0.0,low
3O1V579OZT6R5,Montreal QC,2015-07-20,11:20:04,10556,2015-03-02,unknown,1,11,"['45.4972159, -73.6103642']",[],0.0,0.0,high
DUTFPQA5APN6Z,New York NY,2015-07-20,11:32:50,870,2015-04-01,IT,1,11,"['40.7127281, -74.0060152']",[],0.0,0.0,high
H4DWLRSJF59CU,"Chicago IL, Vancouver BC",2015-07-20,11:47:57,8495,2015-03-09,IT,2,11,"['41.8755616, -87.6244212', '49.2608724, -123.1139529']",[2859.8399266984666],2859.8399266984666,0.0,low
TVUZV0VV88IDU,"New York NY, Newark NJ",2015-07-20,11:48:36,2160,2015-03-04,IT,2,11,"['40.7127281, -74.0060152', '40.735657, -74.1723667']",[14.28298085571759],14.28298085571759,0.0,high
SY7OGNM8WQN3P,New York NY,2015-07-20,12:00:24,1942,2015-03-01,ES,1,12,"['40.7127281, -74.0060152']",[],0.0,0.0,high
1XRHIYSJ5XPJT,"Houston TX, Corpus Christi TX",2015-07-20,12:06:36,4368,2015-03-21,DE,2,12,"['29.7589382, -95.3676974', '27.7477253, -97.4014129']",[298.5516300993382],298.5516300993382,0.0,high
LTEWRPC6GY1UB,"Vancouver BC, New York NY",2015-07-20,12:21:37,5401,2015-03-28,DE,2,12,"['49.2608724, -123.1139529', '40.7127281, -74.0060152']",[3914.1866982834285],3914.1866982834285,0.0,low
PJU4SO2WECRJW,San Antonio TX,2015-07-20,12:26:38,1000,2015-03-20,UK,1,12,"['29.4246002, -98.4951405']",[],0.0,0.0,high
ITRSYR1CYXQTO,"Detroit MI, Toledo OH",2015-07-20,12:39:23,5362,2015-03-31,US,2,12,"['42.3315509, -83.0466403', '41.6786754, -83.5127283']",[82.15598847782019],82.15598847782019,0.0,high
TMBA0916XN8YH,New York NY,2015-07-20,12:51:16,706,2015-03-09,DE,1,12,"['40.7127281, -74.0060152']",[],0.0,0.0,high
JTJ6WXU98JBQM,"New York NY, Los Angeles CA",2015-07-20,12:58:59,10859,2015-03-06,DE,2,12,"['40.7127281, -74.0060152', '34.0536909, -118.2427666']",[3944.2753995585103],3944.2753995585103,0.0,low
BNEEWQRQXOEQC,"Los Angeles CA, Santa Ana CA, Anaheim CA",2015-07-20,13:11:43,8095,2015-03-08,UK,3,13,"['34.0536909, -118.2427666', '33.7494951, -117.8732213', '33.8347516, -117.911732']","[48.02850621465514, 39.06757347312749, 10.106709662219263]",32.400929783333964,16.18329935470684,high
59KFB2G7INMTS,San Antonio TX,2015-07-20,13:20:52,6474,2015-02-28,IT,1,13,"['29.4246002, -98.4951405']",[],0.0,0.0,high
RDEBWFT35QUBB,"Phoenix AZ, Glendale AZ",2015-07-20,13:32:47,4576,2015-03-01,DE,2,13,"['33.4484367, -112.0741417', '33.5386858, -112.1859941']",[14.430509629071242],14.430509629071242,0.0,high
X7C6NO8Q37VCC,Los Angeles CA,2015-07-20,13:33:39,7069,2015-03-11,IT,1,13,"['34.0536909, -118.2427666']",[],0.0,0.0,high
61E4CYR2074LB,Los Angeles CA,2015-07-20,13:34:48,3358,2015-03-21,UK,1,13,"['34.0536909, -118.2427666']",[],0.0,0.0,high
97SKTQ8CVKPTZ,OTTAWA ON,2015-07-20,13:43:07,5045,2015-03-31,US,1,13,"['45.421106, -75.690308']",[],0.0,0.0,high
B4Z9NAW43CLUI,New York NY,2015-07-20,14:00:52,5718,2015-03-15,UK,1,14,"['40.7127281, -74.0060152']",[],0.0,0.0,high
DT27B4QW0ITB7,"Chicago IL, New York NY",2015-07-20,14:03:44,6913,2015-03-22,US,2,14,"['41.8755616, -87.6244212', '40.7127281, -74.0060152']",[1146.7355698523086],1146.7355698523086,0.0,high
WVKCK2JX4ZO19,Montreal QC,2015-07-20,14:14:00,2774,2015-03-17,FR,1,14,"['45.4972159, -73.6103642']",[],0.0,0.0,high
CAYF8EINTYDR5,"Indianapolis IN, Fort Wayne IN",2015-07-20,14:15:14,241,2015-03-28,FR,2,14,"['39.7683331, -86.1583502', '41.0799898, -85.1386015']",[169.4161217030064],169.4161217030064,0.0,high
ALVD93P2Q8WXC,Edmonton AB,2015-07-20,14:15:42,4921,2015-03-23,ES,1,14,"['53.535411, -113.507996']",[],0.0,0.0,high
Y6MLT0LWOXTYH,Montreal QC,2015-07-20,14:26:44,7588,2015-03-10,UK,1,14,"['45.4972159, -73.6103642']",[],0.0,0.0,high
S7A9QK4XT1OK1,"Houston TX, Toronto ON",2015-07-20,14:27:35,10872,2015-03-16,ES,2,14,"['29.7589382, -95.3676974', '43.6534817, -79.3839347']",[2094.2172206168743],2094.2172206168743,0.0,low
QJ1IKRZ2ST0YJ,"Calgary AB, Seattle WA, Victoria BC, Vancouver BC",2015-07-20,14:37:28,6931,2015-03-30,UK,4,14,"['51.0534234, -114.0625892', '47.6038321, -122.3300624', '48.4283182, -123.3649533', '49.2608724, -123.1139529']","[712.3351463828408, 730.6570946857257, 676.3475747106531, 119.85150652082788, 193.1728597691226, 94.4006525460384]",421.1274724358682,287.2944844958176,high
K7DM4H2DMCOBU,New York NY,2015-07-20,15:02:17,9567,2015-04-01,UK,1,15,"['40.7127281, -74.0060152']",[],0.0,0.0,high
42NL5GZO3EK8L,"San Antonio TX, Vancouver BC",2015-07-20,15:05:49,6188,2015-03-30,ES,2,15,"['29.4246002, -98.4951405', '49.2608724, -123.1139529']",[3031.395142400205],3031.395142400205,0.0,low
MQUPVP5U8NZ8E,"Montreal QC, New York NY",2015-07-20,15:14:47,1345,2015-03-09,FR,2,15,"['45.4972159, -73.6103642', '40.7127281, -74.0060152']",[532.5046492455209],532.5046492455209,0.0,high
8XZR1G5RPV42U,"Calgary AB, Seattle WA",2015-07-20,15:21:44,6683,2015-03-03,US,2,15,"['51.0534234, -114.0625892', '47.6038321, -122.3300624']",[712.3351463828408],712.3351463828408,0.0,high
ZXQNU5TVYTWSY,New York NY,2015-07-20,15:30:39,982,2015-04-03,US,1,15,"['40.7127281, -74.0060152']",[],0.0,0.0,high
QFCDF5ON6EK31,Chicago IL,2015-07-20,15:33:24,8446,2015-03-07,DE,1,15,"['41.8755616, -87.6244212']",[],0.0,0.0,high
QH4PB8BKN53ZC,"Chicago IL, Toronto ON",2015-07-20,15:35:59,3519,2015-03-08,US,2,15,"['41.8755616, -87.6244212', '43.6534817, -79.3839347']",[702.4693684489885],702.4693684489885,0.0,high
D2SG9X5JD64AM,Houston TX,2015-07-20,15:36:52,8749,2015-03-27,FR,1,15,"['29.7589382, -95.3676974']",[],0.0,0.0,high
MLNOC8PSPRT1T,New York NY,2015-07-20,15:46:39,5380,2015-03-28,US,1,15,"['40.7127281, -74.0060152']",[],0.0,0.0,high
W3G0RTB6E4WTJ,"Houston TX, New York NY",2015-07-20,15:47:00,1480,2015-03-31,US,2,15,"['29.7589382, -95.3676974', '40.7127281, -74.0060152']",[2283.4731891218285],2283.4731891218285,0.0,low
9GKIO2G29TACG,Montreal QC,2015-07-20,15:53:12,8433,2015-04-01,UK,1,15,"['45.4972159, -73.6103642']",[],0.0,0.0,high
7X1RP7MFHTWHS,Toronto ON,2015-07-20,16:06:38,6347,2015-03-22,UK,1,16,"['43.6534817, -79.3839347']",[],0.0,0.0,high
ROS45CRJAM677,Los Angeles CA,2015-07-20,16:09:46,7897,2015-03-08,DE,1,16,"['34.0536909, -118.2427666']",[],0.0,0.0,high
JU7DBPB9Y4OHS,"Phoenix AZ, Los Angeles CA, Chicago IL",2015-07-20,16:10:19,5706,2015-03-01,US,3,16,"['33.4484367, -112.0741417', '34.0536909, -118.2427666', '41.8755616, -87.6244212']","[575.382469375544, 2340.663525039403, 2809.7929313533255]",1908.6129752560907,961.99386218589,low
SMFUSKU0QQWW6,Montreal QC,2015-07-20,16:28:24,65,2015-03-19,DE,1,16,"['45.4972159, -73.6103642']",[],0.0,0.0,high
ZC9FI2CI0OUAW,Los Angeles CA,2015-07-20,16:42:21,9516,2015-03-28,US,1,16,"['34.0536909, -118.2427666']",[],0.0,0.0,high
CZBYM88S0F32P,Calgary AB,2015-07-20,16:50:47,9720,2015-03-07,IT,1,16,"['51.0534234, -114.0625892']",[],0.0,0.0,high
ZJC50R900FYIZ,Montreal QC,2015-07-20,16:57:53,7538,2015-03-21,US,1,16,"['45.4972159, -73.6103642']",[],0.0,0.0,high
RTV3TF3V53GF9,Los Angeles CA,2015-07-20,17:40:20,7141,2015-03-03,DE,1,17,"['34.0536909, -118.2427666']",[],0.0,0.0,high
FNE7A7Y0Y5O1A,"Los Angeles CA, Anaheim CA",2015-07-20,17:44:32,6015,2015-03-09,UK,2,17,"['34.0536909, -118.2427666', '33.8347516, -117.911732']",[39.06757347312749],39.06757347312749,0.0,high
IV01CA14PUARO,Dallas TX,2015-07-20,17:53:49,7851,2015-03-23,US,1,17,"['32.7762719, -96.7968559']",[],0.0,0.0,high
3RXYTXO2TW4TD,Chicago IL,2015-07-20,17:54:55,2284,2015-03-14,US,1,17,"['41.8755616, -87.6244212']",[],0.0,0.0,high
PFWB8VHX11AF5,"Los Angeles CA, Anaheim CA",2015-07-20,18:38:52,10450,2015-03-11,DE,2,18,"['34.0536909, -118.2427666', '33.8347516, -117.911732']",[39.06757347312749],39.06757347312749,0.0,high
4UJIQQFWHPHXV,"Vancouver BC, New York NY",2015-07-20,19:02:18,10487,2015-03-02,US,2,19,"['49.2608724, -123.1139529', '40.7127281, -74.0060152']",[3914.1866982834285],3914.1866982834285,0.0,low
6KB4I0H7CKJJO,New York NY,2015-07-20,19:11:03,2208,2015-03-09,US,1,19,"['40.7127281, -74.0060152']",[],0.0,0.0,high
F5UG7C2JJ1MFI,"Montreal QC, Los Angeles CA",2015-07-20,19:19:56,5047,2015-04-03,US,2,19,"['45.4972159, -73.6103642', '34.0536909, -118.2427666']",[3971.6882636030427],3971.6882636030427,0.0,low
0LM4UQ2NG9H7G,"Chicago IL, Fort Wayne IN, Columbus OH, Toledo OH",2015-07-20,19:48:39,8730,2015-03-22,US,4,19,"['41.8755616, -87.6244212', '41.0799898, -85.1386015', '39.9622601, -83.0007065', '41.6786754, -83.5127283']","[225.634878831619, 443.58788427693275, 342.50871843249496, 219.5952348193841, 151.38532596864124, 195.44075239495513]",263.02546578733785,99.36115075802775,high
FKCSZX503O1VF,OTTAWA ON,2015-07-20,20:06:40,4228,2015-03-17,US,1,20,"['45.421106, -75.690308']",[],0.0,0.0,high
OZLWN7UYJGISB,OTTAWA ON,2015-07-20,20:32:42,10548,2015-03-09,US,1,20,"['45.421106, -75.690308']",[],0.0,0.0,high
H4QK66OJFZV9P,"New York NY, Chicago IL",2015-07-20,20:49:43,10458,2015-03-16,US,2,20,"['40.7127281, -74.0060152', '41.8755616, -87.6244212']",[1146.7355698523086],1146.7355698523086,0.0,high
DY3NSB0EBWGVD,"Jacksonville FL, Atlanta GA, Birmingham AL",2015-07-20,21:10:01,3836,2015-04-01,US,3,21,"['30.3321838, -81.655651', '33.7490987, -84.3901849', '33.570499, -86.765783']","[458.5005551052243, 601.809996996496, 221.22381877647166]",427.178123626064,156.944323032843,high
